,index,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,CPI
1189,194750,CAN,CPI,ENRG,IDX2015,M,Feb-99,52.79063
1190,194751,CAN,CPI,ENRG,IDX2015,M,Mar-99,53.52662
1191,194752,CAN,CPI,ENRG,IDX2015,M,Apr-99,55.53387
1192,194753,CAN,CPI,ENRG,IDX2015,M,May-99,55.93532
1193,194754,CAN,CPI,ENRG,IDX2015,M,Jun-99,55.53387
1194,194755,CAN,CPI,ENRG,IDX2015,M,Jul-99,56.73822
1195,194756,CAN,CPI,ENRG,IDX2015,M,Aug-99,58.74547
1196,194757,CAN,CPI,ENRG,IDX2015,M,Sep-99,59.54837
1197,194758,CAN,CPI,ENRG,IDX2015,M,Oct-99,60.28436
1198,194759,CAN,CPI,ENRG,IDX2015,M,Nov-99,59.74909
1199,194760,CAN,CPI,ENRG,IDX2015,M,Dec-99,61.08726
1200,194761,CAN,CPI,ENRG,IDX2015,M,Jan-00,61.22108
1201,194762,CAN,CPI,ENRG,IDX2015,M,Feb-00,63.0276
1202,194763,CAN,CPI,ENRG,IDX2015,M,Mar-00,65.5032
1203,194764,CAN,CPI,ENRG,IDX2015,M,Apr-00,63.09451
1204,194765,CAN,CPI,ENRG,IDX2015,M,May-00,63.8305
1205,194766,CAN,CPI,ENRG,IDX2015,M,Jun-00,66.30611
1206,194767,CAN,CPI,ENRG,IDX2015,M,Jul-00,66.84137
1207,194768,CAN,CPI,ENRG,IDX2015,M,Aug-00,65.70393
1208,194769,CAN,CPI,ENRG,IDX2015,M,Sep-00,68.58099
1209,194770,CAN,CPI,ENRG,IDX2015,M,Oct-00,69.4508
1210,194771,CAN,CPI,ENRG,IDX2015,M,Nov-00,70.52132
1211,194772,CAN,CPI,ENRG,IDX2015,M,Dec-00,69.38389
1212,194773,CAN,CPI,ENRG,IDX2015,M,Jan-01,67.57736
1213,194774,CAN,CPI,ENRG,IDX2015,M,Feb-01,67.0421
1214,194775,CAN,CPI,ENRG,IDX2015,M,Mar-01,67.9119
1215,194776,CAN,CPI,ENRG,IDX2015,M,Apr-01,70.38751
1216,194777,CAN,CPI,ENRG,IDX2015,M,May-01,74.06747
1217,194778,CAN,CPI,ENRG,IDX2015,M,Jun-01,73.13075
1218,194779,CAN,CPI,ENRG,IDX2015,M,Jul-01,68.71481
1219,194780,CAN,CPI,ENRG,IDX2015,M,Aug-01,68.84862
1220,194781,CAN,CPI,ENRG,IDX2015,M,Sep-01,70.72205
1221,194782,CAN,CPI,ENRG,IDX2015,M,Oct-01,67.57736
1222,194783,CAN,CPI,ENRG,IDX2015,M,Nov-01,61.68943
1223,194784,CAN,CPI,ENRG,IDX2015,M,Dec-01,61.48871
1224,194785,CAN,CPI,ENRG,IDX2015,M,Jan-02,62.89378
1225,194786,CAN,CPI,ENRG,IDX2015,M,Feb-02,63.16142
1226,194787,CAN,CPI,ENRG,IDX2015,M,Mar-02,65.63702
1227,194788,CAN,CPI,ENRG,IDX2015,M,Apr-02,66.84137
1228,194789,CAN,CPI,ENRG,IDX2015,M,May-02,66.30611
1229,194790,CAN,CPI,ENRG,IDX2015,M,Jun-02,65.57011
1230,194791,CAN,CPI,ENRG,IDX2015,M,Jul-02,66.57374
1231,194792,CAN,CPI,ENRG,IDX2015,M,Aug-02,68.84862
1232,194793,CAN,CPI,ENRG,IDX2015,M,Sep-02,69.5177
1233,194794,CAN,CPI,ENRG,IDX2015,M,Oct-02,71.45805
1234,194795,CAN,CPI,ENRG,IDX2015,M,Nov-02,70.3206
1235,194796,CAN,CPI,ENRG,IDX2015,M,Dec-02,65.83775
1236,194797,CAN,CPI,ENRG,IDX2015,M,Jan-03,72.46167
1237,194798,CAN,CPI,ENRG,IDX2015,M,Feb-03,75.60635
1238,194799,CAN,CPI,ENRG,IDX2015,M,Mar-03,77.14525
1239,194800,CAN,CPI,ENRG,IDX2015,M,Apr-03,70.92278
1240,194801,CAN,CPI,ENRG,IDX2015,M,May-03,69.38389
1241,194802,CAN,CPI,ENRG,IDX2015,M,Jun-03,70.72205
1242,194803,CAN,CPI,ENRG,IDX2015,M,Jul-03,71.05659
1243,194804,CAN,CPI,ENRG,IDX2015,M,Aug-03,74.06747
1244,194805,CAN,CPI,ENRG,IDX2015,M,Sep-03,74.00056
1245,194806,CAN,CPI,ENRG,IDX2015,M,Oct-03,70.72205
1246,194807,CAN,CPI,ENRG,IDX2015,M,Nov-03,69.85224
1247,194808,CAN,CPI,ENRG,IDX2015,M,Dec-03,70.3206
1248,194809,CAN,CPI,ENRG,IDX2015,M,Jan-04,71.65877
1249,194810,CAN,CPI,ENRG,IDX2015,M,Feb-04,73.26456
1250,194811,CAN,CPI,ENRG,IDX2015,M,Mar-04,74.00056
1251,194812,CAN,CPI,ENRG,IDX2015,M,Apr-04,75.47254
1252,194813,CAN,CPI,ENRG,IDX2015,M,May-04,80.62447
1253,194814,CAN,CPI,ENRG,IDX2015,M,Jun-04,79.88849
1254,194815,CAN,CPI,ENRG,IDX2015,M,Jul-04,78.61723
1255,194816,CAN,CPI,ENRG,IDX2015,M,Aug-04,78.68414
1256,194817,CAN,CPI,ENRG,IDX2015,M,Sep-04,78.28268
1257,194818,CAN,CPI,ENRG,IDX2015,M,Oct-04,79.95539
1258,194819,CAN,CPI,ENRG,IDX2015,M,Nov-04,78.34959
1259,194820,CAN,CPI,ENRG,IDX2015,M,Dec-04,76.0078
1260,194821,CAN,CPI,ENRG,IDX2015,M,Jan-05,76.94452
1261,194822,CAN,CPI,ENRG,IDX2015,M,Feb-05,78.61723
1262,194823,CAN,CPI,ENRG,IDX2015,M,Mar-05,80.95901
1263,194824,CAN,CPI,ENRG,IDX2015,M,Apr-05,83.56844
1264,194825,CAN,CPI,ENRG,IDX2015,M,May-05,81.96265
1265,194826,CAN,CPI,ENRG,IDX2015,M,Jun-05,83.03317
1266,194827,CAN,CPI,ENRG,IDX2015,M,Jul-05,85.84332
1267,194828,CAN,CPI,ENRG,IDX2015,M,Aug-05,88.45274
1268,194829,CAN,CPI,ENRG,IDX2015,M,Sep-05,95.07667
1269,194830,CAN,CPI,ENRG,IDX2015,M,Oct-05,90.72763
1270,194831,CAN,CPI,ENRG,IDX2015,M,Nov-05,85.24115
1271,194832,CAN,CPI,ENRG,IDX2015,M,Dec-05,83.76917
1272,194833,CAN,CPI,ENRG,IDX2015,M,Jan-06,88.78728
1273,194834,CAN,CPI,ENRG,IDX2015,M,Feb-06,85.04042
1274,194835,CAN,CPI,ENRG,IDX2015,M,Mar-06,86.98077
1275,194836,CAN,CPI,ENRG,IDX2015,M,Apr-06,92.9356
1276,194837,CAN,CPI,ENRG,IDX2015,M,May-06,93.53777
1277,194838,CAN,CPI,ENRG,IDX2015,M,Jun-06,92.60106
1278,194839,CAN,CPI,ENRG,IDX2015,M,Jul-06,95.00976
1279,194840,CAN,CPI,ENRG,IDX2015,M,Aug-06,94.80904
1280,194841,CAN,CPI,ENRG,IDX2015,M,Sep-06,86.17786
1281,194842,CAN,CPI,ENRG,IDX2015,M,Oct-06,82.83245
1282,194843,CAN,CPI,ENRG,IDX2015,M,Nov-06,82.83245
1283,194844,CAN,CPI,ENRG,IDX2015,M,Dec-06,85.04042
1284,194845,CAN,CPI,ENRG,IDX2015,M,Jan-07,83.76917
1285,194846,CAN,CPI,ENRG,IDX2015,M,Feb-07,85.04042
1286,194847,CAN,CPI,ENRG,IDX2015,M,Mar-07,90.92835
1287,194848,CAN,CPI,ENRG,IDX2015,M,Apr-07,93.06942
1288,194849,CAN,CPI,ENRG,IDX2015,M,May-07,95.00976
1289,194850,CAN,CPI,ENRG,IDX2015,M,Jun-07,93.7385
1290,194851,CAN,CPI,ENRG,IDX2015,M,Jul-07,93.40396
1291,194852,CAN,CPI,ENRG,IDX2015,M,Aug-07,91.26289
1292,194853,CAN,CPI,ENRG,IDX2015,M,Sep-07,91.39671
1293,194854,CAN,CPI,ENRG,IDX2015,M,Oct-07,89.99164
1294,194855,CAN,CPI,ENRG,IDX2015,M,Nov-07,91.3298
1295,194856,CAN,CPI,ENRG,IDX2015,M,Dec-07,92.46724
1296,194857,CAN,CPI,ENRG,IDX2015,M,Jan-08,93.00251
1297,194858,CAN,CPI,ENRG,IDX2015,M,Feb-08,93.27014
1298,194859,CAN,CPI,ENRG,IDX2015,M,Mar-08,95.81266
1299,194860,CAN,CPI,ENRG,IDX2015,M,Apr-08,100.4962
1300,194861,CAN,CPI,ENRG,IDX2015,M,May-08,105.9827
1301,194862,CAN,CPI,ENRG,IDX2015,M,Jun-08,110.5994
1302,194863,CAN,CPI,ENRG,IDX2015,M,Jul-08,113.1419
1303,194864,CAN,CPI,ENRG,IDX2015,M,Aug-08,109.7296
1304,194865,CAN,CPI,ENRG,IDX2015,M,Sep-08,108.0569
1305,194866,CAN,CPI,ENRG,IDX2015,M,Oct-08,98.68971
1306,194867,CAN,CPI,ENRG,IDX2015,M,Nov-08,87.44912
1307,194868,CAN,CPI,ENRG,IDX2015,M,Dec-08,82.29719
1308,194869,CAN,CPI,ENRG,IDX2015,M,Jan-09,82.83245
1309,194870,CAN,CPI,ENRG,IDX2015,M,Feb-09,85.10733
1310,194871,CAN,CPI,ENRG,IDX2015,M,Mar-09,85.04042
1311,194872,CAN,CPI,ENRG,IDX2015,M,Apr-09,82.89936
1312,194873,CAN,CPI,ENRG,IDX2015,M,May-09,86.57932
1313,194874,CAN,CPI,ENRG,IDX2015,M,Jun-09,89.59019
1314,194875,CAN,CPI,ENRG,IDX2015,M,Jul-09,86.71313
1315,194876,CAN,CPI,ENRG,IDX2015,M,Aug-09,88.72038
1316,194877,CAN,CPI,ENRG,IDX2015,M,Sep-09,87.85057
1317,194878,CAN,CPI,ENRG,IDX2015,M,Oct-09,86.17786
1318,194879,CAN,CPI,ENRG,IDX2015,M,Nov-09,88.58656
1319,194880,CAN,CPI,ENRG,IDX2015,M,Dec-09,87.18149
1320,194881,CAN,CPI,ENRG,IDX2015,M,Jan-10,89.59019
1321,194882,CAN,CPI,ENRG,IDX2015,M,Feb-10,88.51965
1322,194883,CAN,CPI,ENRG,IDX2015,M,Mar-10,89.99164
1323,194884,CAN,CPI,ENRG,IDX2015,M,Apr-10,90.99526
1324,194885,CAN,CPI,ENRG,IDX2015,M,May-10,91.93198
1325,194886,CAN,CPI,ENRG,IDX2015,M,Jun-10,90.79453
1326,194887,CAN,CPI,ENRG,IDX2015,M,Jul-10,93.53777
1327,194888,CAN,CPI,ENRG,IDX2015,M,Aug-10,93.13632
1328,194889,CAN,CPI,ENRG,IDX2015,M,Sep-10,92.80178
1329,194890,CAN,CPI,ENRG,IDX2015,M,Oct-10,94.00613
1330,194891,CAN,CPI,ENRG,IDX2015,M,Nov-10,94.5414
1331,194892,CAN,CPI,ENRG,IDX2015,M,Dec-10,96.34792
1332,194893,CAN,CPI,ENRG,IDX2015,M,Jan-11,97.68609
1333,194894,CAN,CPI,ENRG,IDX2015,M,Feb-11,97.88681
1334,194895,CAN,CPI,ENRG,IDX2015,M,Mar-11,101.4999
1335,194896,CAN,CPI,ENRG,IDX2015,M,Apr-11,106.518
1336,194897,CAN,CPI,ENRG,IDX2015,M,May-11,107.1871
1337,194898,CAN,CPI,ENRG,IDX2015,M,Jun-11,105.046
1338,194899,CAN,CPI,ENRG,IDX2015,M,Jul-11,105.6482
1339,194900,CAN,CPI,ENRG,IDX2015,M,Aug-11,105.6482
1340,194901,CAN,CPI,ENRG,IDX2015,M,Sep-11,104.3769
1341,194902,CAN,CPI,ENRG,IDX2015,M,Oct-11,104.9791
1342,194903,CAN,CPI,ENRG,IDX2015,M,Nov-11,103.1057
1343,194904,CAN,CPI,ENRG,IDX2015,M,Dec-11,102.1689
1344,194905,CAN,CPI,ENRG,IDX2015,M,Jan-12,104.0424
1345,194906,CAN,CPI,ENRG,IDX2015,M,Feb-12,104.9791
1346,194907,CAN,CPI,ENRG,IDX2015,M,Mar-12,106.7187
1347,194908,CAN,CPI,ENRG,IDX2015,M,Apr-12,107.7223
1348,194909,CAN,CPI,ENRG,IDX2015,M,May-12,105.5144
1349,194910,CAN,CPI,ENRG,IDX2015,M,Jun-12,104.1762
1350,194911,CAN,CPI,ENRG,IDX2015,M,Jul-12,104.3769
1351,194912,CAN,CPI,ENRG,IDX2015,M,Aug-12,106.518
1352,194913,CAN,CPI,ENRG,IDX2015,M,Sep-12,107.4547
1353,194914,CAN,CPI,ENRG,IDX2015,M,Oct-12,106.7187
1354,194915,CAN,CPI,ENRG,IDX2015,M,Nov-12,102.9049
1355,194916,CAN,CPI,ENRG,IDX2015,M,Dec-12,101.6337
1356,194917,CAN,CPI,ENRG,IDX2015,M,Jan-13,102.2359
1357,194918,CAN,CPI,ENRG,IDX2015,M,Feb-13,107.1202
1358,194919,CAN,CPI,ENRG,IDX2015,M,Mar-13,106.9863
1359,194920,CAN,CPI,ENRG,IDX2015,M,Apr-13,105.7151
1360,194921,CAN,CPI,ENRG,IDX2015,M,May-13,106.5849
1361,194922,CAN,CPI,ENRG,IDX2015,M,Jun-13,108.4583
1362,194923,CAN,CPI,ENRG,IDX2015,M,Jul-13,109.8634
1363,194924,CAN,CPI,ENRG,IDX2015,M,Aug-13,109.0605
1364,194925,CAN,CPI,ENRG,IDX2015,M,Sep-13,109.0605
1365,194926,CAN,CPI,ENRG,IDX2015,M,Oct-13,105.046
1366,194927,CAN,CPI,ENRG,IDX2015,M,Nov-13,105.3136
1367,194928,CAN,CPI,ENRG,IDX2015,M,Dec-13,106.3173
1368,194929,CAN,CPI,ENRG,IDX2015,M,Jan-14,107.1871
1369,194930,CAN,CPI,ENRG,IDX2015,M,Feb-14,108.7929
1370,194931,CAN,CPI,ENRG,IDX2015,M,Mar-14,111.8706
1371,194932,CAN,CPI,ENRG,IDX2015,M,Apr-14,114.547
1372,194933,CAN,CPI,ENRG,IDX2015,M,May-14,115.5506
1373,194934,CAN,CPI,ENRG,IDX2015,M,Jun-14,115.7513
1374,194935,CAN,CPI,ENRG,IDX2015,M,Jul-14,115.0153
1375,194936,CAN,CPI,ENRG,IDX2015,M,Aug-14,112.6066
1376,194937,CAN,CPI,ENRG,IDX2015,M,Sep-14,112.0045
1377,194938,CAN,CPI,ENRG,IDX2015,M,Oct-14,109.4619
1378,194939,CAN,CPI,ENRG,IDX2015,M,Nov-14,104.7115
1379,194940,CAN,CPI,ENRG,IDX2015,M,Dec-14,99.49261
1380,194941,CAN,CPI,ENRG,IDX2015,M,Jan-15,93.33705
1381,194942,CAN,CPI,ENRG,IDX2015,M,Feb-15,97.08392
1382,194943,CAN,CPI,ENRG,IDX2015,M,Mar-15,100.2286
1383,194944,CAN,CPI,ENRG,IDX2015,M,Apr-15,99.09116
1384,194945,CAN,CPI,ENRG,IDX2015,M,May-15,101.9682
1385,194946,CAN,CPI,ENRG,IDX2015,M,Jun-15,105.3805
1386,194947,CAN,CPI,ENRG,IDX2015,M,Jul-15,106.518
1387,194948,CAN,CPI,ENRG,IDX2015,M,Aug-15,104.4438
1388,194949,CAN,CPI,ENRG,IDX2015,M,Sep-15,99.89406
1389,194950,CAN,CPI,ENRG,IDX2015,M,Oct-15,98.08754
1390,194951,CAN,CPI,ENRG,IDX2015,M,Nov-15,98.02063
1391,194952,CAN,CPI,ENRG,IDX2015,M,Dec-15,95.94647
1392,194953,CAN,CPI,ENRG,IDX2015,M,Jan-16,93.00251
1393,194954,CAN,CPI,ENRG,IDX2015,M,Feb-16,90.05855
1394,194955,CAN,CPI,ENRG,IDX2015,M,Mar-16,92.40034
1395,194956,CAN,CPI,ENRG,IDX2015,M,Apr-16,95.94647
1396,194957,CAN,CPI,ENRG,IDX2015,M,May-16,98.28826
1397,194958,CAN,CPI,ENRG,IDX2015,M,Jun-16,100.7639
1398,194959,CAN,CPI,ENRG,IDX2015,M,Jul-16,98.6228
1399,194960,CAN,CPI,ENRG,IDX2015,M,Aug-16,98.35517
1400,194961,CAN,CPI,ENRG,IDX2015,M,Sep-16,98.55589
1401,194962,CAN,CPI,ENRG,IDX2015,M,Oct-16,100.4962
1402,194963,CAN,CPI,ENRG,IDX2015,M,Nov-16,98.22135
1403,194964,CAN,CPI,ENRG,IDX2015,M,Dec-16,99.76025
1404,194965,CAN,CPI,ENRG,IDX2015,M,Jan-17,104.2431
1405,194966,CAN,CPI,ENRG,IDX2015,M,Feb-17,101.0984
1406,194967,CAN,CPI,ENRG,IDX2015,M,Mar-17,100.2286
1407,194968,CAN,CPI,ENRG,IDX2015,M,Apr-17,105.1798
1408,194969,CAN,CPI,ENRG,IDX2015,M,May-17,101.5668
1409,194970,CAN,CPI,ENRG,IDX2015,M,Jun-17,99.49261
1410,194971,CAN,CPI,ENRG,IDX2015,M,Jul-17,98.89043
1411,194972,CAN,CPI,ENRG,IDX2015,M,Aug-17,100.6301
1412,194973,CAN,CPI,ENRG,IDX2015,M,Sep-17,103.3733
1413,194974,CAN,CPI,ENRG,IDX2015,M,Oct-17,101.4999
1414,194975,CAN,CPI,ENRG,IDX2015,M,Nov-17,105.6482
1415,194976,CAN,CPI,ENRG,IDX2015,M,Dec-17,104.2431
1416,194977,CAN,CPI,ENRG,IDX2015,M,Jan-18,106.7187
1417,194978,CAN,CPI,ENRG,IDX2015,M,Feb-18,106.4511
1418,194979,CAN,CPI,ENRG,IDX2015,M,Mar-18,107.7223
1419,194980,CAN,CPI,ENRG,IDX2015,M,Apr-18,111.8037
1420,194981,CAN,CPI,ENRG,IDX2015,M,May-18,113.3426
1421,194982,CAN,CPI,ENRG,IDX2015,M,Jun-18,111.8706
1422,194983,CAN,CPI,ENRG,IDX2015,M,Jul-18,112.9412
1423,194984,CAN,CPI,ENRG,IDX2015,M,Aug-18,111.8706
1424,194985,CAN,CPI,ENRG,IDX2015,M,Sep-18,111.2685
1425,194986,CAN,CPI,ENRG,IDX2015,M,Oct-18,109.5289
1426,194987,CAN,CPI,ENRG,IDX2015,M,Nov-18,104.2431
1427,194988,CAN,CPI,ENRG,IDX2015,M,Dec-18,100.4293
1428,194989,CAN,CPI,ENRG,IDX2015,M,Jan-19,99.3588
1429,194990,CAN,CPI,ENRG,IDX2015,M,Feb-19,100.4293
1430,194991,CAN,CPI,ENRG,IDX2015,M,Mar-19,106.4511
1431,194992,CAN,CPI,ENRG,IDX2015,M,Apr-19,112.5397
1432,194993,CAN,CPI,ENRG,IDX2015,M,May-19,113.2088
1433,194994,CAN,CPI,ENRG,IDX2015,M,Jun-19,107.254
1434,194995,CAN,CPI,ENRG,IDX2015,M,Jul-19,109.3281
1435,194996,CAN,CPI,ENRG,IDX2015,M,Aug-19,106.5849
1436,194997,CAN,CPI,ENRG,IDX2015,M,Sep-19,106.1834
1437,194998,CAN,CPI,ENRG,IDX2015,M,Oct-19,106.3173
1438,194999,CAN,CPI,ENRG,IDX2015,M,Nov-19,105.782
1439,195000,CAN,CPI,ENRG,IDX2015,M,Dec-19,105.9158
1440,195001,CAN,CPI,ENRG,IDX2015,M,Jan-20,106.1165
1441,195002,CAN,CPI,ENRG,IDX2015,M,Feb-20,104.7784
1442,195003,CAN,CPI,ENRG,IDX2015,M,Mar-20,94.07304
1443,195004,CAN,CPI,ENRG,IDX2015,M,Apr-20,85.84332
1444,195005,CAN,CPI,ENRG,IDX2015,M,May-20,91.66434
1445,195006,CAN,CPI,ENRG,IDX2015,M,Jun-20,97.81991
1446,195007,CAN,CPI,ENRG,IDX2015,M,Jul-20,100.1617
1447,195008,CAN,CPI,ENRG,IDX2015,M,Aug-20,99.89406
1448,195009,CAN,CPI,ENRG,IDX2015,M,Sep-20,100.2286
1449,195010,CAN,CPI,ENRG,IDX2015,M,Oct-20,99.96097
1450,195011,CAN,CPI,ENRG,IDX2015,M,Nov-20,99.76025
1451,195012,CAN,CPI,ENRG,IDX2015,M,Dec-20,101.7006
1452,195013,CAN,CPI,ENRG,IDX2015,M,Jan-21,103.2395
1453,195014,CAN,CPI,ENRG,IDX2015,M,Feb-21,107.3209
1454,195015,CAN,CPI,ENRG,IDX2015,M,Mar-21,112.0045
1455,195016,CAN,CPI,ENRG,IDX2015,M,Apr-21,113.8779
1456,195017,CAN,CPI,ENRG,IDX2015,M,May-21,115.8851
1457,195018,CAN,CPI,ENRG,IDX2015,M,Jun-21,116.8888
1458,195019,CAN,CPI,ENRG,IDX2015,M,Jul-21,119.8996
1459,195020,CAN,CPI,ENRG,IDX2015,M,Aug-21,120.5687
1460,195021,CAN,CPI,ENRG,IDX2015,M,Sep-21,120.368
1461,195022,CAN,CPI,ENRG,IDX2015,M,Oct-21,125.453
1462,195023,CAN,CPI,ENRG,IDX2015,M,Nov-21,126.0552
1463,195024,CAN,CPI,ENRG,IDX2015,M,Dec-21,123.245
1464,195025,CAN,CPI,ENRG,IDX2015,M,Jan-22,127.1257
1465,195026,CAN,CPI,ENRG,IDX2015,M,Feb-22,133.1475
1466,195027,CAN,CPI,ENRG,IDX2015,M,Mar-22,143.1168
1467,195028,CAN,CPI,ENRG,IDX2015,M,Apr-22,143.9197
1468,195029,CAN,CPI,ENRG,IDX2015,M,May-22,156.1639
1469,195030,CAN,CPI,ENRG,IDX2015,M,Jun-22,162.2526
1470,195031,CAN,CPI,ENRG,IDX2015,M,Jul-22,153.4876
1471,195032,CAN,CPI,ENRG,IDX2015,M,Aug-22,143.5183
1472,195033,CAN,CPI,ENRG,IDX2015,M,Sep-22,137.2289
1473,195034,CAN,CPI,ENRG,IDX2015,M,Oct-22,145.7931
1474,195035,CAN,CPI,ENRG,IDX2015,M,Nov-22,143.5852
1475,195036,CAN,CPI,ENRG,IDX2015,M,Dec-22,132.2777
