,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,CPI
114540,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-86,5.566557
114541,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-86,5.696922
114542,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-86,5.638344
114543,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-87,5.493667
114544,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-87,5.129279
114545,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-87,4.589874
114546,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-87,4.772366
114547,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-87,4.469791
114548,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-87,4.233639
114549,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-87,4.118694
114550,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-87,4.408739
114551,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-87,4.465325
114552,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-87,4.028063
114553,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-87,4.119877
114554,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-87,4.164541
114555,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-88,4.071493
114556,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-88,4.455365
114557,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-88,5.119831
114558,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-88,4.554647
114559,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-88,4.523265
114560,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-88,4.77013
114561,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-88,4.633518
114562,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-88,4.508104
114563,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-88,4.68032
114564,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-88,5.101283
114565,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-88,5.029753
114566,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-88,4.909114
114567,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-89,5.338311
114568,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-89,5.253483
114569,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-89,5.014452
114570,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-89,5.042872
114571,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-89,5.434981
114572,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-89,5.558535
114573,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-89,5.690314
114574,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-89,5.711531
114575,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-89,5.790401
114576,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-89,5.481175
114577,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-89,5.403779
114578,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-89,5.452373
114579,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-90,5.332558
114580,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-90,5.201482
114581,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-90,4.909041
114582,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-90,4.849649
114583,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-90,4.464878
114584,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-90,4.246859
114585,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-90,3.979525
114586,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-90,4.041532
114587,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-90,4.015618
114588,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-90,4.154345
114589,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-90,4.292303
114590,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-90,4.094698
114591,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-91,6.339197
114592,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-91,6.404633
114593,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-91,6.782055
114594,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-91,6.724909
114595,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-91,6.529452
114596,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-91,6.57146
114597,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-91,6.323826
114598,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-91,6.409709
114599,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-91,6.064668
114600,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-91,5.676626
114601,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-91,5.64474
114602,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-91,5.331289
114603,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-92,3.021212
114604,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-92,2.636748
114605,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-92,2.301786
114606,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-92,2.300686
114607,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-92,2.027675
114608,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-92,1.85885
114609,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-92,1.836257
114610,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-92,1.52549
114611,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-92,1.74555
114612,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-92,1.709538
114613,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-92,1.738142
114614,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-92,1.991481
114615,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-93,2.053445
114616,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-93,2.214684
114617,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-93,1.822994
114618,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-93,1.799642
114619,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-93,1.765646
114620,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-93,1.672729
114621,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-93,1.864761
114622,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-93,2.034199
114623,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-93,1.918744
114624,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-93,2.04335
114625,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-93,2.092404
114626,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-93,1.876592
114627,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-94,1.651087
114628,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-94,0.2502425
114629,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-94,0.3734141
114630,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-94,0.2551512
114631,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-94,-0.1555793
114632,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-94,0.03582471
114633,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-94,-0.0584998
114634,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-94,-0.2321367
114635,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-94,0.1273732
114636,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-94,-0.363639
114637,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-94,-0.3152052
114638,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-94,0.1271306
114639,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-95,0.2679586
114640,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-95,1.73739
114641,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-95,1.866989
114642,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-95,2.09873
114643,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-95,2.720329
114644,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-95,2.601679
114645,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-95,2.72427
114646,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-95,2.635107
114647,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-95,2.403683
114648,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-95,2.523847
114649,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-95,2.441542
114650,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-95,1.77674
114651,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-96,1.822691
114652,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-96,1.536082
114653,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-96,1.639287
114654,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-96,1.455621
114655,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-96,1.451682
114656,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-96,1.490557
114657,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-96,1.406179
114658,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-96,1.415304
114659,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-96,1.367597
114660,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-96,1.378294
114661,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-96,1.353562
114662,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-96,1.835616
114663,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-97,1.783967
114664,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-97,1.80695
114665,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-97,1.642863
114666,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-97,1.891839
114667,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-97,1.715653
114668,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-97,1.88225
114669,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-97,1.587054
114670,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-97,1.610271
114671,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-97,1.62508
114672,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-97,1.701822
114673,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-97,1.067117
114674,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-97,0.9848019
114675,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-98,1.257966
114676,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-98,1.557614
114677,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-98,1.543348
114678,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-98,1.227297
114679,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-98,1.358942
114680,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-98,1.172635
114681,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-98,1.345059
114682,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-98,1.413973
114683,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-98,1.308976
114684,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-98,1.600356
114685,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-98,1.597766
114686,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-98,1.391895
114687,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-99,0.9778854
114688,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-99,0.8186755
114689,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-99,1.032773
114690,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-99,1.437981
114691,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-99,1.418299
114692,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-99,1.697511
114693,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-99,1.648142
114694,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-99,1.615686
114695,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-99,1.971566
114696,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-99,1.625786
114697,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-99,1.679643
114698,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-99,1.814205
114699,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-00,1.545846
114700,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-00,1.777554
114701,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-00,1.814609
114702,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-00,1.474551
114703,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-00,1.567738
114704,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-00,1.550542
114705,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-00,1.644843
114706,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-00,1.667817
114707,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-00,1.498098
114708,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-00,1.676037
114709,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-00,1.861629
114710,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-00,2.079151
114711,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-01,2.091622
114712,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-01,2.121444
114713,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-01,1.764305
114714,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-01,2.249632
114715,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-01,2.269482
114716,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-01,2.282238
114717,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-01,2.35224
114718,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-01,2.386228
114719,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-01,2.266207
114720,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-01,2.002251
114721,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-01,1.650119
114722,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-01,1.659386
114723,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-02,1.739773
114724,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-02,1.779068
114725,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-02,2.243201
114726,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-02,2.296341
114727,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-02,2.437073
114728,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-02,2.478026
114729,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-02,2.813699
114730,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-02,2.919718
114731,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-02,2.882517
114732,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-02,3.152896
114733,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-02,3.713097
114734,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-02,3.722203
114735,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-03,3.844825
114736,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-03,3.769893
114737,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-03,3.319719
114738,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-03,2.889872
114739,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-03,2.765708
114740,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-03,2.205568
114741,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-03,1.676007
114742,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-03,1.49249
114743,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-03,1.807184
114744,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-03,1.813574
114745,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-03,1.880161
114746,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-03,1.689833
114747,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-04,1.659519
114748,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-04,1.149534
114749,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-04,1.390389
114750,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-04,1.388285
114751,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-04,1.260309
114752,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-04,1.543644
114753,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-04,1.553011
114754,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-04,1.26013
114755,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-04,1.277574
114756,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-04,1.007046
114757,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-04,1.233375
114758,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-04,1.37161
114759,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-05,1.272996
114760,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-05,1.517305
114761,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-05,1.46067
114762,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-05,1.194008
114763,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-05,1.351326
114764,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-05,1.353819
114765,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-05,1.138042
114766,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-05,1.471293
114767,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-05,1.364328
114768,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-05,1.440998
114769,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-05,1.381763
114770,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-05,1.332746
114771,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-06,0.9985423
114772,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-06,1.144594
114773,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-06,1.279029
114774,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-06,1.24572
114775,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-06,1.30752
114776,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-06,1.11322
114777,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-06,0.9153873
114778,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-06,1.066381
114779,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-06,1.543235
114780,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-06,1.811825
114781,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-06,1.45592
114782,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-06,1.384849
114783,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-07,1.931163
114784,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-07,1.92723
114785,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-07,1.685519
114786,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-07,2.179158
114787,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-07,2.020396
114788,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-07,2.158495
114789,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-07,2.720891
114790,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-07,2.531113
114791,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-07,2.142467
114792,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-07,1.800377
114793,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-07,1.700019
114794,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-07,1.690417
114795,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-08,1.164712
114796,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-08,1.105678
114797,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-08,1.004142
114798,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-08,0.8887422
114799,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-08,0.8723522
114800,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-08,0.9222738
114801,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-08,0.6260122
114802,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-08,0.8116294
114803,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-08,0.7832826
114804,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-08,0.9296167
114805,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-08,1.852978
114806,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-08,1.814211
114807,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-09,1.746699
114808,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-09,1.831011
114809,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-09,1.933951
114810,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-09,2.016727
114811,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-09,2.083443
114812,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-09,2.007285
114813,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-09,2.062744
114814,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-09,1.614555
114815,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-09,1.614689
114816,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-09,1.752389
114817,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-09,0.8739535
114818,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-09,0.7449123
114819,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-10,1.266837
114820,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-10,1.487193
114821,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-10,1.001669
114822,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-10,1.127607
114823,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-10,1.014768
114824,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-10,1.115403
114825,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jul-10,1.305036
114826,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Aug-10,1.462968
114827,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Sep-10,1.454786
114828,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Oct-10,1.694854
114829,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Nov-10,1.59102
114830,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Dec-10,1.495181
114831,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jan-11,1.516656
114832,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Feb-11,1.082592
114833,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Mar-11,1.952639
114834,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Apr-11,1.347659
114835,CAN,CPI,TOT_FOODENRG,AGRWTH,M,May-11,1.852626
114836,CAN,CPI,TOT_FOODENRG,AGRWTH,M,Jun-11,1.139166
